"caseid_new","w5_duration","w5_source","w5_complete","w5_status","w5x_qualified","w5x_marry","w5x_last","w5x_year","w5x_civil","w5x_month","w5x_civyear","w5x_civmonth","w5_q1","w5_q2","w5_sex_frequency","w5_p_monogamy","w5_identity","w5_outness","w5_q3","w5_q4","w5_mbtiming_month","w5_mbtiming_year","w5_q5","w5_q6","w5_q7","w5_mar_year","w5_mar_month","w5_q8","w5_civ_year","w5_civ_month","w5_q9","w5_q10","w5_nonmbtiming_year","w5_nonmbtiming_month","w5_broke_up","w5_HCMST_interview_fin_yrmo","w2345_combo_breakup","responded_to_w234or5","pp5_ppage","pp5_ppagecat","pp5_ppagect4","pp5_ppeduc","pp5_ppeducat","pp5_ppethm","pp5_ppgender","pp5_pphhhead","pp5_pphhsize","pp5_pphouse","pp5_ppincimp","pp5_ppmarit","pp5_ppcmdate_yrmo","pp5_newer","pp5_ppmsacat","pp5_ppreg4","pp5_ppreg9","pp5_pprent","pp5_ppt01","pp5_ppt25","pp5_ppt612","pp5_ppt1317","pp5_ppt18ov","pp5_ppwork","pp5_ppnet","ppmarit_2014","ppcmarit_2014_yrmo","ppmarit_2013","ppcmarit_2013_yrmo","ppmarit_2012","ppcmarit_2012_yrmo","ppmarit_2011","ppcmarit_2011_yrmo","ppmarit_2010","ppcmarit_2010_yrmo","ppmarit_2009","ppcmarit_2009_yrmo","ppmarit_2007","ppcmarit_2007_yrmo"
3702371,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,3,2,8,1,1,2,1,5,4,12,1,201305,0,1,4,8,1,0,0,0,0,5,1,1,0,0,1,201305,1,201206,1,201107,1,201007,0,0,0,0
3703801,0,2,1,3,1,1,3,2011,0,6,2009,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502,0,1,86,7,4,13,4,3,1,1,2,1,10,1,200904,0,1,4,9,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200710
3704525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,3,12,4,4,2,1,3,1,18,5,200904,0,1,4,9,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,200904,5,200801
3705411,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,47,4,3,12,4,1,1,1,2,1,17,1,201404,1,1,4,8,1,0,0,0,0,2,1,1,1,201404,1,201305,1,201206,1,201107,1,201007,1,200904,1,200801
3706401,3,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,46,4,3,13,4,1,2,1,3,1,15,1,201305,0,1,3,5,1,0,0,1,0,2,1,1,0,0,1,201305,1,201208,1,201107,0,0,1,200904,1,200711
3707656,0,0,0,2,1,2,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,6,4,14,4,1,1,1,2,1,18,6,201406,1,0,3,7,1,0,0,0,0,2,1,1,6,201406,2,201305,2,201206,6,201107,2,201008,3,200905,6,200711
3708673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,4,11,3,2,2,1,1,2,5,5,201207,0,1,2,3,2,0,0,0,0,1,5,1,0,0,0,0,5,201207,5,201109,5,201007,5,200904,3,200711
3709842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,7,4,14,4,1,1,1,2,1,5,2,200904,0,0,2,3,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,2,200904,2,200711
3710375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,3,2,13,4,2,2,1,2,1,10,5,201406,1,1,3,6,1,0,0,0,1,1,1,1,5,201406,5,201305,5,201206,5,201106,5,201007,5,200904,5,200710
3711551,0,0,0,2,1,1,1,2013,0,4,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,5,4,13,4,2,2,1,2,1,14,1,201305,0,1,4,9,2,0,0,0,0,2,1,1,0,0,1,201305,1,201206,1,201106,1,201007,1,200904,1,200710
3713335,0,0,0,2,1,2,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,2,14,4,3,1,1,1,3,18,5,200911,0,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,200911,5,200712
3715435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,4,3,10,3,1,2,1,1,1,15,5,200905,0,1,3,7,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,200905,5,200711
3716301,0,0,0,2,1,1,3,2011,0,4,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,3,2,14,4,4,2,1,5,1,1,1,200904,0,1,4,9,2,0,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200712
3717601,0,0,0,4,1,1,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4,13,4,1,1,1,2,1,12,1,200808,0,1,3,5,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,200808
3718681,0,0,0,2,1,1,3,2011,0,4,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,6,4,9,2,1,1,1,2,1,9,1,201007,0,0,3,7,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200712
3719281,3,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503,0,1,33,2,2,12,4,1,1,1,3,1,15,1,201305,0,1,1,2,1,0,1,0,0,2,1,1,0,0,1,201305,1,201208,1,201108,1,201007,1,200904,1,200710
3720492,1,1,1,1,1,1,1,2013,1,3,2013,3,1,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,55,5,3,13,4,1,2,1,2,1,14,1,201405,1,1,1,2,1,0,0,0,0,2,1,1,1,201405,1,201305,1,201206,6,201107,6,201007,6,200905,2,200804
3723591,0,0,0,2,1,1,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,4,10,3,1,1,1,3,1,14,1,200904,0,1,1,2,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200802
3724331,0,0,0,2,1,1,4,2010,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,3,2,13,4,4,1,1,2,3,14,1,200904,0,1,3,7,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200710
3725655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,6,4,12,4,1,1,1,1,3,12,5,200904,0,1,4,9,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,200904,5,200711
3726592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,4,9,2,1,2,1,2,1,6,2,201007,0,1,4,9,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,2,201007,3,200906,2,200710
3727751,0,0,0,3,1,1,3,2011,0,6,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,7,4,7,1,1,1,0,2,1,7,1,201003,0,0,3,7,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,201003,1,200711
3728652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,4,10,3,1,2,1,1,1,4,2,201007,0,1,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,201007,2,200907,2,200710
3729543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,4,9,2,1,2,1,3,1,8,3,200711,0,1,1,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,200711
3731315,0,0,0,2,1,2,5,2009,1,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,2,10,3,1,1,1,2,1,12,6,200909,0,1,1,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,6,200909,5,200710
3732301,1,1,1,1,1,1,3,2011,0,3,2009,3,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411,0,1,36,3,2,9,2,1,1,1,4,1,13,1,201409,1,1,3,7,1,0,1,0,1,2,1,1,1,201409,1,201305,1,201206,1,201106,1,201007,1,200904,1,200710
3733373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,3,2,14,4,1,1,1,3,1,18,3,200905,0,0,4,8,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,200905,3,200712
3734661,0,0,0,3,1,1,3,2011,0,6,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,6,4,9,2,1,2,1,3,1,9,1,200907,0,0,1,2,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,200907,1,200711
3735326,0,0,0,2,1,2,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3,2,13,4,4,1,1,1,2,11,5,201309,0,1,1,2,2,0,0,0,0,1,1,1,0,0,5,201309,6,201206,6,201107,6,201007,6,200905,6,200710
3736501,4,1,1,2,1,1,1,2013,0,4,2013,4,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,56,5,3,12,4,1,2,1,3,1,19,1,201007,0,1,3,7,1,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200711
3737521,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,5,3,14,4,1,2,1,4,1,12,1,201207,0,1,4,8,1,0,0,0,0,4,1,1,0,0,0,0,1,201207,1,201108,1,201102,1,200905,1,200711
3738385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,2,13,4,1,2,1,1,1,13,5,201107,0,1,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,201107,5,201007,5,200904,5,200711
3741436,1,1,1,1,1,2,1,2013,0,4,2013,4,0,0,5,1,3,1,0,0,0,0,1,1,1,2013,11,0,0,0,0,0,0,0,0,201501,0,1,49,4,3,12,4,1,2,1,4,1,12,1,201407,1,1,2,4,1,0,0,0,1,3,1,1,1,201407,1,201311,0,0,0,0,6,201007,6,200905,6,200809
3742576,0,0,0,2,1,1,3,2011,0,3,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,5,4,13,4,1,2,1,2,1,19,6,201107,0,1,4,8,1,0,0,0,0,2,1,1,0,0,0,0,0,0,6,201107,6,201009,6,200905,6,200711
3743291,1,1,1,2,1,1,4,2010,0,3,2009,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,35,3,2,12,4,1,2,1,2,3,13,1,201007,0,1,3,7,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,201007,1,200904,1,200710
3744371,0,0,0,2,1,1,3,2011,0,5,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,3,2,13,4,3,1,1,4,2,16,1,201011,0,1,3,5,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,201011,1,200904,1,200810
3745286,0,0,0,3,1,2,3,2011,0,6,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,2,12,4,1,2,0,5,1,11,6,201004,0,1,3,6,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,201004,6,200711
3746371,0,0,0,2,1,1,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,2,11,3,1,2,1,4,1,13,1,200906,0,1,2,3,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,200906,1,200711
3747351,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,41,3,2,12,4,1,1,1,7,1,12,1,201405,1,1,3,5,1,1,1,2,1,2,1,1,1,201405,1,201306,1,201206,1,201107,1,201007,1,200905,1,200710
3748573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,4,12,4,1,1,1,1,1,4,3,201404,1,1,3,5,1,0,0,0,0,1,2,1,3,201404,3,201305,3,201207,3,201107,3,201005,3,200904,3,200710
3749361,0,0,0,2,1,1,3,2011,0,7,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,3,2,12,4,4,1,1,3,1,16,1,201208,0,1,3,7,1,0,0,1,0,2,1,1,0,0,0,0,1,201208,1,201107,1,201007,1,200908,1,200711
3750205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,1,10,3,4,2,0,5,1,16,5,201106,0,1,4,9,1,0,0,0,0,5,4,1,0,0,0,0,0,0,5,201106,5,201007,5,200904,5,200711
3752802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86,7,4,13,4,1,1,1,1,2,16,2,201207,0,1,4,9,1,0,0,0,0,1,5,1,0,0,0,0,2,201207,2,201107,2,201007,2,200905,2,200808
3754601,0,0,0,2,1,1,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4,12,4,1,2,1,1,1,11,1,200602,0,1,4,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,4,12,4,1,1,1,2,1,13,5,200801,0,1,4,9,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,200801
3756501,0,0,0,2,1,1,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,3,9,2,3,1,1,5,1,15,1,200808,0,0,3,5,1,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,200808
3757616,0,0,0,1,1,2,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,6,4,12,4,1,1,1,2,1,13,6,201406,1,1,4,9,1,0,0,0,0,2,5,1,6,201406,6,201311,0,0,0,0,6,201004,6,200908,6,200712
3758553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,4,12,4,1,2,1,1,1,12,3,201405,1,0,3,7,3,0,0,0,0,1,1,1,3,201405,3,201305,3,201207,3,201107,3,201007,3,200904,3,200711
3760235,0,0,0,2,1,2,3,2011,0,4,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,1,10,3,1,2,1,1,1,6,5,201107,0,1,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,201107,5,201008,5,200907,5,200710
3761321,2,1,1,1,1,1,1,2013,0,3,2013,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411,0,1,37,3,2,12,4,1,2,1,6,1,13,1,201404,1,0,4,8,1,0,1,3,0,2,7,1,1,201404,1,201306,1,201207,1,201107,1,201007,1,200905,1,200712
3763501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,3,2,12,4,1,2,0,3,1,19,3,201106,0,1,2,3,1,0,0,0,0,3,6,1,0,0,0,0,0,0,3,201106,3,201007,3,200907,1,200803
3764505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,3,12,4,2,2,1,1,2,10,5,201211,0,1,3,5,1,0,0,0,0,1,1,1,0,0,0,0,5,201211,5,201109,5,201009,5,200906,5,200711
3765215,39,1,1,2,1,2,4,2010,0,3,2009,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2010,6,1,201412,1,1,26,2,1,10,3,4,1,0,5,1,14,5,201012,0,1,4,9,1,0,0,0,1,4,7,1,0,0,0,0,0,0,0,0,5,201012,5,200905,5,200710
3766424,3,1,1,2,1,2,4,2010,0,3,2009,3,0,0,3,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,201502,0,1,48,4,3,8,1,1,1,1,4,1,17,6,201007,0,0,2,3,1,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,6,201007,4,200904,4,200803
3767711,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,76,7,4,8,1,1,1,1,2,1,11,1,201405,1,1,4,8,1,0,0,0,0,2,5,1,1,201405,1,201305,1,201206,1,201107,1,201007,1,200904,1,200711
3768361,0,0,0,1,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,3,2,14,4,3,2,1,4,1,13,1,201402,1,1,1,2,1,0,0,2,0,2,1,1,0,0,1,201402,1,201211,1,201107,1,201007,1,200904,1,200710
3769215,0,0,0,3,1,2,3,2011,0,6,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,1,9,2,1,2,0,3,1,8,6,200904,0,1,2,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,200904,5,200710
3770411,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,47,4,3,9,2,1,2,1,4,1,11,1,201405,1,1,1,2,1,0,0,0,0,4,7,1,1,201405,1,201305,1,201207,1,201108,1,201007,1,200905,1,200710
3771485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,3,11,3,1,2,1,2,3,13,5,201207,0,1,4,8,1,0,0,0,0,2,1,1,0,0,0,0,5,201207,5,201108,5,201007,5,200904,5,200710
3772281,0,0,0,0,0,1,1,2013,0,5,2013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,2,2,10,3,1,2,0,4,1,17,6,201305,0,1,3,5,2,0,0,0,0,4,1,1,1,201502,6,201305,6,201209,4,201107,4,201007,4,200907,1,200710
3773233,0,0,0,2,1,2,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,4,12,4,1,1,0,2,3,12,3,0,0,0,1,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3774591,1,1,1,1,1,1,1,2013,0,3,2013,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,65,6,4,9,2,1,2,1,2,1,4,1,201410,1,1,3,6,1,0,0,0,0,2,7,1,1,201410,1,201307,1,201206,1,201108,1,201007,1,200904,1,200711
3776762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,7,4,9,2,1,2,1,1,3,11,2,201405,1,1,1,2,2,0,0,0,0,1,5,1,2,201405,2,201306,2,201206,2,201107,2,201005,2,200905,2,200710
3777631,0,0,0,3,1,1,4,2010,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,6,4,6,1,1,2,0,2,1,8,1,200907,0,1,2,3,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,200907,1,200711
3778515,1,1,1,1,1,2,1,2013,0,3,2013,3,0,0,3,1,2,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,201412,0,1,57,5,3,12,4,2,1,1,1,3,19,5,201405,1,1,1,2,2,0,0,0,0,1,1,1,5,201405,5,201305,5,201206,5,201107,5,201007,5,200904,5,200811
3779621,0,0,0,2,1,1,3,2011,0,4,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,6,4,9,2,2,2,1,3,2,5,1,201207,0,1,3,5,1,0,0,0,0,3,5,0,0,0,0,0,1,201207,1,201107,1,201008,1,201002,1,200711
3780533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3,9,2,1,2,1,1,3,1,3,200905,0,1,2,3,2,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,3,200905,3,200710
3782331,0,1,1,1,1,1,1,2013,0,3,2013,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,39,3,2,12,4,1,2,0,3,1,15,1,201405,1,1,3,7,2,0,0,1,0,2,1,1,1,201405,1,201305,1,201207,1,201110,1,201007,1,200906,1,200710
3783732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,7,4,10,3,1,1,1,1,3,3,2,200903,0,0,1,1,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,200903,2,200803
3784205,0,0,0,2,1,2,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,1,11,3,1,2,0,4,2,16,5,200905,0,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,5,200905,5,200711
3785552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,4,10,3,1,2,1,1,2,6,2,201110,0,1,1,2,2,0,0,0,0,1,6,1,0,0,0,0,0,0,2,201110,2,201005,2,200904,2,200711
3786605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4,12,4,1,2,0,1,1,15,5,201206,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,5,201206,5,201107,5,201007,5,200904,5,200710
3787205,1,1,1,1,1,1,1,2013,0,4,2013,4,1,1,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,25,2,1,12,4,1,2,1,2,1,16,1,201408,1,1,3,6,1,0,0,0,0,2,1,1,1,201408,1,201305,1,201206,5,201106,5,201007,5,200905,5,200710
3788441,0,0,0,0,0,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,4,3,14,4,1,1,1,1,3,14,3,201405,1,1,3,5,2,0,0,0,0,1,2,1,3,201405,3,201306,3,201207,3,201106,1,201007,1,200904,1,200710
3789451,0,0,0,2,1,1,3,2011,0,5,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,4,3,10,3,1,2,1,5,1,16,1,200904,0,1,1,2,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200711
3790321,0,0,0,2,1,1,5,2009,0,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,2,9,2,1,1,0,3,1,8,1,200904,0,1,4,8,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,200904,1,200804
3791533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3,9,2,1,1,0,2,1,7,3,200905,0,1,3,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,200905,3,200710
3792576,0,0,0,2,1,1,1,2013,0,3,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,5,4,10,3,1,1,1,2,1,16,1,201107,0,1,4,9,1,0,0,0,0,2,5,1,0,0,0,0,0,0,1,201107,1,201007,1,200904,6,200711
3793561,13,1,1,2,1,1,1,2013,0,3,2013,3,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412,0,1,62,5,4,10,3,1,2,1,3,1,11,1,201207,0,1,2,3,1,0,0,0,0,3,1,1,0,0,0,0,1,201207,0,0,1,201010,1,200905,1,200710
3794566,0,0,0,2,1,1,1,2013,0,5,2013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,5,4,11,3,1,2,1,2,1,13,1,201007,0,1,2,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,201007,1,200905,6,200712
