"caseid_new","w4_xqualified","w4_status","w4_complete","w4_source","w4_duration","w4_HCMST_interview_fin_yrmo","w4_xtype","w4_xyear","w4_xmonth","w4_xmarry","w4_xlast","w4_xwave1_month","w4_xcivil","w4_xss","w4_q1","w4_q2","w4_quality","w4_attractive","w4_attractive_partner","w4_q3","w4_q4","w4_mbtiming_year","w4_mbtiming_month","w4_q5","w4_q6","w4_q7","w4_mar_year","w4_mar_month","w4_civ_year","w4_q8_a","w4_q8_b","w4_q9","w4_q10","w4_nonmbtiming_year","w4_nonmbtiming_month","relationship_quality_w4","w4_broke_up","w234_combo_breakup","pp4_ppeduc","pp4_ppeducat","pp4_ppethm","pp4_pphhhead","pp4_pphhsize","pp4_pphouse","pp4_ppincimp","pp4_ppmarit","pp4_ppmsacat","pp4_ppreg4","pp4_ppreg9","pp4_pprent","pp4_ppt01","pp4_ppt25","pp4_ppt612","pp4_ppt1317","pp4_ppt18ov","pp4_ppwork","pp4_ppnet","pp4_ppcmdate_yrmo","pp4_newer","ppa2009_services_yrmo","ppa2009_how_often_services"
3971256,1,2,0,0,0,0,2,2010,6,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,4,1,16,6,1,3,5,1,0,0,1,0,3,1,1,200904,0,200903,6
3974261,1,1,1,1,20,201303,2,2011,4,1,2,3,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,4,3,1,2,1,13,1,1,2,3,1,0,0,0,0,2,1,1,201310,1,200903,5
3975505,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,1,4,3,16,5,1,1,2,2,0,0,0,0,4,1,1,200708,0,0,0
3976383,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,3,3,8,3,1,2,3,2,1,0,0,1,1,1,1,201305,1,200903,4
3977691,1,2,0,0,0,0,2,2010,6,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1,2,1,11,1,1,2,3,1,0,0,0,0,2,5,1,201009,0,200903,4
3978205,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,2,1,16,5,1,4,9,1,0,0,0,0,2,1,1,200906,0,200903,4
3979235,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,17,5,1,4,9,1,0,0,0,0,1,4,1,201108,0,200903,0
3980413,1,2,0,0,0,0,1,2011,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,4,1,16,6,1,2,4,1,0,0,0,0,4,6,1,200905,0,200903,6
3981321,1,1,1,1,2,201303,2,2011,4,1,2,3,0,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,4,1,4,3,8,4,1,4,8,2,0,0,2,1,1,1,1,201305,1,200903,4
3982235,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,4,1,1,2,4,5,1,4,9,2,0,0,0,0,1,6,1,201301,1,200812,0
3983555,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,1,3,16,5,1,1,2,1,0,0,0,0,1,1,1,200904,0,200905,5
3984371,1,1,0,0,0,0,2,2011,8,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,1,2,1,16,1,1,1,2,1,0,0,0,0,2,1,1,201211,1,200903,3
3986455,1,1,1,1,3,201303,1,2011,4,2,2,3,0,1,0,0,1,2,2,0,0,0,0,1,1,2,0,0,2011,2,0,0,0,0,0,5,0,0,13,4,3,1,2,1,19,6,1,4,9,1,0,0,0,0,2,1,1,201305,1,0,0
3987371,1,3,1,2,0,201311,2,2011,4,1,2,3,0,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,4,1,4,1,10,1,1,3,7,1,0,0,1,1,2,7,0,201106,0,200903,2
3988723,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,1,3,6,3,1,2,3,2,0,0,0,0,1,5,0,200710,0,200903,1
3989245,1,2,0,0,0,0,1,2009,3,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,1,2,3,5,5,1,2,3,2,0,1,0,0,1,1,1,200805,0,200810,0
3990426,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,2,1,12,3,1,3,5,1,0,0,0,0,2,2,1,201106,0,200908,4
3991391,1,2,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,5,1,10,1,0,1,1,1,0,0,1,1,3,4,1,200907,0,0,0
3992623,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,1,7,3,1,1,2,1,0,0,0,0,1,5,0,200907,0,200903,4
3993486,1,2,0,0,0,0,1,2009,3,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,8,5,1,2,4,2,0,0,0,0,1,1,1,200905,0,200903,2
3994301,1,2,1,2,0,201304,2,2011,5,1,2,3,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,7,1,10,1,0,2,0,1,1,2,2,0,2,1,1,200905,0,200910,1
3995436,1,2,1,1,1,201305,1,2011,5,2,2,3,0,1,0,0,1,2,1,0,0,0,0,1,1,2,0,0,2013,2,0,0,0,0,0,5,0,0,14,4,1,1,2,1,19,6,1,4,9,1,0,0,0,0,2,1,1,201110,1,200905,5
3996271,1,2,1,1,4,201303,2,2011,4,1,2,3,0,2,2,0,0,2,0,1,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,4,1,1,5,1,13,1,1,2,4,1,0,1,1,0,3,1,1,201303,1,200905,3
3997265,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,0,2,1,12,5,1,1,2,1,0,0,0,0,2,1,1,201107,0,200809,0
3998541,1,1,1,1,1,201303,2,2011,6,1,2,3,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,2,1,14,1,1,3,6,2,0,0,0,0,2,1,1,201306,1,200904,2
3999403,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,1,1,3,7,3,1,3,5,2,0,0,0,0,1,1,1,200905,0,200905,4
4000465,1,1,0,0,0,0,1,2011,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,1,1,1,14,5,1,3,7,1,0,0,0,0,1,2,1,201207,1,200904,0
4001391,1,1,1,1,1,201303,2,2011,4,1,2,3,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,1,1,2,1,15,1,1,2,3,1,0,0,0,0,2,1,1,201305,1,200903,6
4002515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,1,8,5,1,3,5,1,0,0,0,0,1,2,1,200904,0,200903,0
4003436,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,5,3,10,6,0,3,7,2,0,0,0,0,5,2,1,200905,0,200812,0
4004435,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,2,3,10,5,1,4,8,2,0,0,0,0,2,1,1,201305,1,201003,0
4005581,1,3,1,2,0,201311,2,2011,6,1,2,3,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,3,1,15,1,1,1,1,1,0,0,0,0,3,7,1,200907,0,200903,4
4006641,1,2,0,0,0,0,2,2010,4,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,4,1,4,1,1,4,9,2,0,0,0,0,4,5,1,201007,0,200905,0
4007271,1,2,0,0,0,0,2,2009,3,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,2,1,16,1,1,4,9,1,0,0,0,0,2,2,1,200507,0,0,0
4008635,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,1,1,7,5,0,4,8,2,0,0,0,0,1,5,1,201107,0,200903,6
4009326,1,1,1,1,3,201303,1,2011,4,2,2,3,0,1,0,0,3,2,2,0,0,0,0,1,0,2,0,0,2011,2,0,0,0,0,0,3,0,0,13,4,1,1,2,3,13,6,1,4,8,2,0,0,0,0,2,1,1,201305,1,200812,0
4010416,1,1,1,1,1,201303,1,2011,4,2,2,3,0,1,0,0,1,2,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,5,0,0,12,4,1,1,2,1,18,1,1,2,3,1,0,0,0,0,2,1,1,201308,1,200911,0
4011225,1,1,1,1,1,201303,2,2011,4,1,2,3,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,12,1,0,2,4,1,0,0,0,0,2,1,1,201305,1,200903,4
4012515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,11,5,1,4,9,2,0,0,0,0,1,1,1,200607,0,0,0
4013336,1,2,0,0,0,0,1,2011,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,3,4,11,6,1,4,8,1,1,0,0,0,2,1,1,200904,0,200904,0
4014721,1,3,1,2,0,201311,2,2010,4,1,3,3,0,2,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,2,2,1,2,1,10,1,1,2,3,1,0,0,0,0,2,5,1,200904,0,200903,1
4016605,1,2,0,0,0,0,1,2009,3,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,2,1,13,5,1,4,9,1,0,0,0,0,2,2,1,200602,0,0,0
4018584,1,2,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,1,1,1,7,4,1,4,8,1,0,0,0,0,1,1,0,200906,0,200903,4
4020486,1,2,0,0,0,0,1,2010,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,4,1,11,6,1,4,0,1,0,0,0,0,4,6,1,200806,0,0,0
4021321,1,2,0,0,0,0,1,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,1,4,1,17,1,1,1,0,1,0,1,1,0,2,1,1,200906,0,200904,4
4022195,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,4,1,1,5,1,1,2,2,0,0,0,0,4,7,1,200904,0,200903,4
4023485,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,3,15,5,1,3,7,2,0,0,0,0,1,1,1,200711,0,0,0
4025562,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,1,2,1,13,2,1,3,7,1,0,0,0,0,2,2,1,200711,0,0,0
4027356,1,3,0,0,0,0,2,2010,4,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,7,1,6,6,0,2,3,1,0,0,1,1,5,7,1,200904,0,200903,6
4028461,1,4,0,0,0,0,2,2010,3,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,1,7,1,1,3,7,1,0,0,0,0,2,7,1,201008,0,200904,4
4029753,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,1,4,3,1,4,8,1,0,0,0,0,1,6,0,200904,0,200902,6
4031246,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,0,2,3,5,5,1,2,3,2,0,0,0,0,2,4,0,201106,0,200903,5
4032561,1,2,0,0,0,0,1,2011,6,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,2,2,15,1,1,3,5,1,0,0,0,0,2,1,0,200501,0,0,0
4036345,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,1,1,14,5,1,3,5,3,0,0,0,0,1,1,1,200601,0,0,0
4037586,1,2,1,1,4,201304,2,2011,5,2,2,3,0,2,0,0,3,2,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,3,0,0,9,2,4,0,2,4,10,6,1,4,9,2,0,0,0,0,2,4,1,201008,0,201005,5
4039493,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,0,5,2,3,3,1,1,2,2,0,0,0,1,4,4,1,200806,0,200810,0
4040561,1,2,1,2,0,201304,2,2011,4,1,2,3,0,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,2,1,0,4,1,13,1,1,3,0,1,0,0,0,0,4,1,1,200906,0,200903,0
4041271,1,1,0,0,0,0,2,2010,4,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,1,3,3,15,1,1,3,7,2,0,0,0,1,2,1,1,201210,1,200905,2
4042195,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,1,4,1,14,5,1,1,1,1,0,0,0,0,4,1,1,200905,0,200903,4
4043671,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,1,2,1,9,1,1,4,8,1,0,0,0,0,2,5,1,201208,1,200903,2
4044591,1,1,1,1,8,201305,2,2011,4,1,2,3,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,1,2,1,3,2,6,1,1,3,7,1,0,0,0,0,3,1,1,201309,1,200910,1
4045235,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,5,1,2,3,1,6,0,3,5,2,0,0,0,0,2,1,1,200905,0,200903,5
4046215,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,2,3,1,5,1,3,7,2,0,0,0,0,2,1,1,200904,0,200903,6
4047271,1,2,1,1,1,201304,2,2010,4,1,3,3,0,2,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,2,1,14,1,1,2,3,1,0,0,0,0,2,1,1,200907,0,200903,4
4048611,1,2,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,3,1,15,1,1,3,5,1,0,0,0,0,3,1,1,200712,0,0,0
4050291,1,1,1,1,1,201303,2,2011,6,1,2,3,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,5,1,6,2,13,1,1,3,7,2,0,1,1,0,4,2,1,201305,1,200903,1
4051576,1,2,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,2,4,8,6,0,3,5,1,0,0,0,0,2,6,0,200905,0,200905,1
4052346,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,4,1,2,3,11,6,1,2,3,2,0,0,0,0,2,4,1,201207,1,200903,5
4054305,1,1,1,1,4,201303,2,2011,5,2,2,3,0,2,0,0,3,3,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,3,0,0,10,3,1,1,1,3,7,5,0,1,1,2,0,0,0,0,1,1,1,201305,1,200903,0
4055261,1,2,1,1,1,201304,2,2009,3,1,4,3,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,4,1,4,2,12,1,1,3,5,2,0,1,1,0,2,1,1,200904,0,200905,2
4056536,1,1,1,1,2,201303,1,2011,4,2,2,3,0,1,0,0,1,2,2,0,0,0,0,1,1,1,2012,8,0,0,0,0,0,0,0,5,0,0,12,4,1,1,2,1,15,6,1,3,5,2,0,0,0,0,2,1,1,201308,1,200903,6
4057293,1,1,1,1,1,201304,2,2011,7,1,2,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,1,2,3,8,1,1,4,9,2,0,0,0,0,2,1,1,201305,1,200903,5
4059602,1,4,0,0,0,0,2,2009,3,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,1,12,2,1,4,9,1,0,0,0,0,1,6,0,200904,0,200904,5
4061201,1,2,1,2,0,201304,2,2011,5,1,2,3,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,1,0,5,1,16,1,1,3,0,1,0,2,0,0,3,7,1,200806,0,200812,0
4063215,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,3,1,13,5,1,1,2,1,0,0,0,0,3,1,1,201001,0,201002,0
4064361,1,1,0,0,0,0,2,2011,4,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1,5,1,17,1,1,4,9,1,0,0,0,0,5,1,1,201207,1,200903,0
4065491,1,4,0,0,0,0,2,2010,5,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,4,1,18,1,1,4,9,1,0,0,0,0,4,1,1,200904,0,200904,2
4066436,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,4,1,6,1,12,3,1,4,9,1,0,0,4,0,2,2,1,201212,1,200911,6
4067321,1,2,1,1,1,201303,2,2011,4,1,2,3,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,3,1,1,5,1,14,1,1,1,2,1,0,2,1,0,2,7,1,201304,1,201005,3
4068521,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,1,2,4,4,1,0,4,8,1,0,0,0,0,2,6,0,200711,0,0,0
4069331,1,2,1,1,9,201303,2,2011,4,1,2,3,0,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4,3,1,3,2,19,1,1,3,7,1,0,1,0,0,2,1,1,201109,1,200903,4
4071353,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,16,3,1,1,2,2,0,0,0,0,1,1,0,201107,0,200902,0
4072283,1,2,1,1,2,201305,2,2011,4,2,2,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2011,0,0,1,1,11,3,1,0,6,1,12,3,1,2,3,1,0,0,1,0,5,1,1,201107,0,200905,5
4073291,1,2,1,1,1,201303,2,2011,5,1,2,3,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,1,1,4,1,16,1,1,3,7,1,0,0,2,0,2,2,1,201008,0,200912,2
4074333,1,2,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,1,15,3,1,4,9,1,0,0,0,0,1,1,1,200602,0,0,0
4076391,1,4,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,4,1,15,1,1,4,9,1,0,0,2,0,2,7,1,200905,0,200811,0
4077433,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,1,2,3,11,3,1,4,9,2,0,0,0,1,1,1,1,200904,0,200906,5
4078261,1,2,0,0,0,0,2,2011,5,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,3,1,13,1,1,2,0,1,0,0,1,0,2,1,1,200904,0,200903,0
4079695,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,1,3,5,5,1,1,1,2,0,0,0,0,1,5,1,200904,0,200902,2
4080471,1,2,0,0,0,0,2,2009,3,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,5,1,16,1,1,3,5,1,0,0,0,0,5,2,1,200904,0,200907,3
4082563,1,2,0,0,0,0,1,2011,5,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,3,17,3,1,1,2,1,0,0,0,0,1,2,1,201007,0,200908,0
4083471,1,2,0,0,0,0,2,2011,4,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,1,4,1,12,1,1,2,3,1,0,0,0,2,2,1,1,200805,0,0,0
4084391,1,2,0,0,0,0,2,2011,4,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,4,1,15,1,1,4,9,1,0,0,1,1,2,4,1,200906,0,200903,2
4086476,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,1,2,1,6,6,1,2,3,1,0,0,0,0,2,4,0,201305,1,200908,0
4087611,1,2,0,0,0,0,2,2011,5,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,2,1,14,1,1,3,7,1,0,0,0,0,2,2,1,200905,0,200902,4
4088495,1,1,1,1,2,201303,1,2011,5,2,2,3,0,1,0,0,3,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,0,11,3,1,1,1,1,15,5,1,3,5,1,0,0,0,0,1,1,1,201305,1,200906,6
4089221,1,1,1,1,2,201303,2,2011,4,1,2,3,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,1,0,4,1,14,1,1,4,9,1,0,0,0,0,4,2,1,201211,1,200903,1
4090741,1,2,1,2,0,201304,1,2010,5,1,3,3,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,4,1,1,2,1,15,1,1,4,0,1,0,0,0,0,2,1,0,200904,0,0,0
4091205,1,2,0,0,0,0,2,2009,3,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,6,1,12,5,1,1,2,2,0,0,0,1,5,4,1,200904,0,200909,5
4092313,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,1,1,1,3,16,3,1,3,5,1,0,0,0,0,1,1,1,201007,0,200903,4
4093341,1,2,0,0,0,0,2,2010,3,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,3,1,13,1,1,4,8,1,0,0,1,0,2,1,1,200907,0,200910,2
4094842,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,0,1,1,7,3,0,2,3,3,0,0,0,0,1,5,1,201007,0,200903,2
4095225,1,2,0,0,0,0,2,2011,5,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,6,1,18,5,1,2,3,1,0,0,0,0,6,7,1,200908,0,200901,0
4096646,1,2,1,2,0,201304,1,2011,4,1,2,3,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,4,1,1,2,1,12,6,1,2,0,1,0,0,0,0,2,1,1,201106,0,200903,4
